source,item_id,title_id,title,creators,language,year,period,genre,subfield,biology_hits,subjects,volume_info,barcode,item_url,item_text_url,copyright_status,rights_statement,license_type,rights_holder
BHL,51898,15102,"A synopsis of the classification of the British Palæozoic rocks / by the Rev. Adam Sedgwick ; With a systematic description of the British Palæozoic fossils in the Geological museum of the University of Cambridge, by Frederick McCoy","Sedgwick, Adam, 1785-1873; McCoy, Frederick, 1817-1899; Salter, John William, 1820-1869; Sedgwick Museum.",ENG,1851,1850_1859,monograph_or_book,paleontology,classification;paleontology,"Geology; Great Britain; Fossils; Geology, Stratigraphic; Paleozoic; Paleontology",pt.2 (atlas),synopsisofclassi02sedg,https://www.biodiversitylibrary.org/item/51898,https://www.biodiversitylibrary.org/itemtext/51898,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,51953,15191,Marine shells of South Africa,"Sowerby, G. B. (George Brettingham), 1812-1884",ENG,1894,1890_1899,monograph_or_book,taxonomy_systematics,classification,Classification; Identification; Mollusks; Shells; South Africa,,marineshellsofso00sowerb,https://www.biodiversitylibrary.org/item/51953,https://www.biodiversitylibrary.org/itemtext/51953,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,56398,17191,The nature and development of animal intelligence,"Mills, Wesley 1847-1915",ENG,1898,1890_1899,monograph_or_book,embryology_development,animal,"Animal intelligence; Psychology, Comparative",,naturedevelopmen00millrich,https://www.biodiversitylibrary.org/item/56398,https://www.biodiversitylibrary.org/itemtext/56398,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,61920,15774,"The Annals and magazine of natural history; zoology, botany, and geology",,ENG,1842,1830_1849,journal_or_proceedings_volume,natural_history_ecology_behavior,natural history;zoology,Botany; Geology; Natural history; Zoology,v.8=no.48-54 (1842),s1annalsmagazine08londuoft,https://www.biodiversitylibrary.org/item/61920,https://www.biodiversitylibrary.org/itemtext/61920,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,53862,15918,Miocene,Maryland Geological Survey.,ENG,1904,1900_1909,monograph_or_book,paleontology,paleontology,"Geology; Geology, Stratigraphic; Maryland; Miocene; Paleontology",v.2:pt.2 (1904) [Miocene],miocene02mary,https://www.biodiversitylibrary.org/item/53862,https://www.biodiversitylibrary.org/itemtext/53862,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,54015,15974,A contribution to insect embryology,"Wheeler, William Morton, 1865-1937",ENG,1893,1890_1899,monograph_or_book,embryology_development,embryology,Embryology; Insects,,contributiontoin00whee,https://www.biodiversitylibrary.org/item/54015,https://www.biodiversitylibrary.org/itemtext/54015,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,54295,15774,"The Annals and magazine of natural history; zoology, botany, and geology",,ENG,1896,1890_1899,journal_or_proceedings_volume,natural_history_ecology_behavior,natural history;zoology,Botany; Geology; Natural history; Zoology,ser.6:v.17=no.97-102 (1896),annalsmagazineof6171896lond,https://www.biodiversitylibrary.org/item/54295,https://www.biodiversitylibrary.org/itemtext/54295,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,54348,16091,The aquarium,"Mulertt, Hugo",ENG,1897,1890_1899,monograph_or_book,general_or_unknown,animal;animals,Aquarium animals; Aquarium fishes; Aquariums; Periodicals,v.4:no.43 (1897:Apr.),aquarium4431897mule,https://www.biodiversitylibrary.org/item/54348,https://www.biodiversitylibrary.org/itemtext/54348,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,59436,19614,The growth of groups in the animal kingdom,"Lloyd, R. E.",ENG,1912,1910_1919,monograph_or_book,evolution_adaptation,animal;evolution,Evolution,,growthofgroupsin00lloyiala,https://www.biodiversitylibrary.org/item/59436,https://www.biodiversitylibrary.org/itemtext/59436,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,70823,8149,Catalogue of the specimens of Dermaptera Saltatoria and supplement of the Blattari in the collection of the British Museum,"British Museum (Natural History). Department of Zoology.; Gray, John Edward 1800-1875; Walker, Francis, 1809-1874",ENG,1870,1870_1879,catalogue_list,taxonomy_systematics,natural history;zoology,British Museum (Natural History); Cockroaches; Dept. of Zoology; Orthoptera,pt.4 (1870),catalogueofspeci04britrich,https://www.biodiversitylibrary.org/item/70823,https://www.biodiversitylibrary.org/itemtext/70823,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,53282,15774,"The Annals and magazine of natural history; zoology, botany, and geology",,ENG,1862,1860_1869,journal_or_proceedings_volume,natural_history_ecology_behavior,natural history;zoology,Botany; Geology; Natural history; Zoology,ser.3:v.10=no.55-60 (1862),annalsmagazineof3101862lond,https://www.biodiversitylibrary.org/item/53282,https://www.biodiversitylibrary.org/itemtext/53282,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,53326,15782,The development of the chick; an introduction to embryology,"Lillie, Frank Rattray, 1870-1947",ENG,1908,1900_1909,textbook_manual,embryology_development,embryology,Birds; Embryology,,developmentofchi00lillief,https://www.biodiversitylibrary.org/item/53326,https://www.biodiversitylibrary.org/itemtext/53326,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,53344,15774,"The Annals and magazine of natural history; zoology, botany, and geology",,ENG,1867,1860_1869,journal_or_proceedings_volume,natural_history_ecology_behavior,natural history;zoology,Botany; Geology; Natural history; Zoology,ser.3:v.20=no.115-120 (1867),annalsmagazineof3201867lond,https://www.biodiversitylibrary.org/item/53344,https://www.biodiversitylibrary.org/itemtext/53344,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,53354,15774,"The Annals and magazine of natural history; zoology, botany, and geology",,ENG,1894,1890_1899,journal_or_proceedings_volume,natural_history_ecology_behavior,natural history;zoology,Botany; Geology; Natural history; Zoology,ser.6:v.14=no.79-84 (1894),annalsmagazineof6141894lond,https://www.biodiversitylibrary.org/item/53354,https://www.biodiversitylibrary.org/itemtext/53354,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,53361,15774,"The Annals and magazine of natural history; zoology, botany, and geology",,ENG,1898,1890_1899,journal_or_proceedings_volume,natural_history_ecology_behavior,natural history;zoology,Botany; Geology; Natural history; Zoology,ser.7:v.1=no.1-6 (1898),annalsmagazineof711898lond,https://www.biodiversitylibrary.org/item/53361,https://www.biodiversitylibrary.org/itemtext/53361,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,53366,15774,"The Annals and magazine of natural history; zoology, botany, and geology",,ENG,1918,1910_1919,journal_or_proceedings_volume,natural_history_ecology_behavior,natural history;zoology,Botany; Geology; Natural history; Zoology,ser.9:v.2=no.7-12 (1918),annalsmagazineof921918lond,https://www.biodiversitylibrary.org/item/53366,https://www.biodiversitylibrary.org/itemtext/53366,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,53391,15793,California fish and game,California. Department of Fish and Game.; California. Fish and Game Commission.; California. Division of Fish and Game.,ENG,1915,1910_1919,monograph_or_book,general_or_unknown,animal,Animal Population Groups; California; Fishes; Game and game-birds; Fisheries; Periodical; Periodicals,v.1:no.3 (1915),californiafishga131915cali,https://www.biodiversitylibrary.org/item/53391,https://www.biodiversitylibrary.org/itemtext/53391,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,53416,15803,"Shorter contributions to general geology, 1921","White, David, 1862-1935; Geological Survey (U.S.)",ENG,1922,1920_1929,monograph_or_book,paleontology,paleontology,"Arizona; Foraminifera, Fossil; Geology; Mississippi; Kansas; Stratigraphic correlation; Paleontology; Texas",,shortercontribut00whit,https://www.biodiversitylibrary.org/item/53416,https://www.biodiversitylibrary.org/itemtext/53416,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,53437,12486,"Reports of the Princeton University Expeditions to Patagonia, 1896-1899. J. B. Hatcher in charge","Princeton University Expeditions to Patagonia 1896-1899; Princeton University Expeditions to Patagonia 1896-1899; Hatcher, J. B. (John Bell), 1861-1904; Morgan, J. Pierpont 1837-1913; Scott, William Earl Dodge, 1852-1910; Scott, William Berryman, 1858-1947; Sharpe, Richard Bowdler, 1847-1909; Stone, Witmer. 1866-1939; Allen, J. A. (Joel Asaph), 1838-1921; Stejneger, Leonhard, 1851-1943; Eigenmann, Carl H., 1863-1927; Pilsbry, Henry Augustus, 1862-1957; Ortmann, Arnold E. 1863-1927; Moore, John Percy 1869-1965",ENG,1915,1910_1919,monograph_or_book,paleontology,natural history;paleontology;zoology,Birds; Botany; Description and travel; Natural history; Patagonia (Argentina and Chile); Paleontology; Travel; South America; Patagonia; Scientific Expeditions; Zoology,v.2:pt.4-5 (1915-1927),reportsofprincet245prin,https://www.biodiversitylibrary.org/item/53437,https://www.biodiversitylibrary.org/itemtext/53437,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,53491,14923,Natural history,"British National Antarctic Expedition (1901-1904); Bell, F. J. (Francis Jeffrey), 1855-1924; Fletcher, L. Sir, (Lazarus), 1854-1921; Fletcher, L. 1854-1921; British Museum (Natural History)",ENG,1907,1900_1909,monograph_or_book,natural_history_ecology_behavior,natural history;zoology,Antarctica; Botany; Geology; Zoology,v.1 (1907),naturalhistory01brit,https://www.biodiversitylibrary.org/item/53491,https://www.biodiversitylibrary.org/itemtext/53491,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,53545,15838,Evolution and development of self-regulation,"Posner, Michael I.",ENG,2007,1950_plus,monograph_or_book,natural_history_ecology_behavior,evolution,Human behavior; Physiological aspects; Self-control,"no.77, 2007",evolutiondevelop77posn,https://www.biodiversitylibrary.org/item/53545,https://www.biodiversitylibrary.org/itemtext/53545,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,53554,15841,A statement submitted in re the fur-seal herd of Alaska to the House Committee on expenditures in the Department of Commerce,"Elliott, Henry Wood, 1846-1930; United States. Congress. House. Committee on Expenditures in the Department of Commerce.",ENG,1913,1910_1919,monograph_or_book,general_or_unknown,animal;animals,Pribilof Islands; Sealing; Seals (Animals),,statementsubmitt00elli,https://www.biodiversitylibrary.org/item/53554,https://www.biodiversitylibrary.org/itemtext/53554,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,53559,15793,California fish and game,California. Department of Fish and Game.; California. Fish and Game Commission.; California. Division of Fish and Game.,ENG,1919,1910_1919,monograph_or_book,general_or_unknown,animal,Animal Population Groups; California; Fishes; Game and game-birds; Fisheries; Periodical; Periodicals,v.5:no.4 (1919),californiafishga541919cali,https://www.biodiversitylibrary.org/item/53559,https://www.biodiversitylibrary.org/itemtext/53559,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,53563,15793,California fish and game,California. Department of Fish and Game.; California. Fish and Game Commission.; California. Division of Fish and Game.,ENG,1919,1910_1919,monograph_or_book,general_or_unknown,animal,Animal Population Groups; California; Fishes; Game and game-birds; Fisheries; Periodical; Periodicals,v.5:no.1 (1919),californiafishga511919cali,https://www.biodiversitylibrary.org/item/53563,https://www.biodiversitylibrary.org/itemtext/53563,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,53687,15880,The brain in hominid evolution,"Tobias, Phillip V.",ENG,1969,1950_plus,monograph_or_book,paleontology,evolution,Brain; Evolution; Human evolution; Fossil hominids,"no.38, 1969",braininhominidev38tobi,https://www.biodiversitylibrary.org/item/53687,https://www.biodiversitylibrary.org/itemtext/53687,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
BHL,53774,15774,"The Annals and magazine of natural history; zoology, botany, and geology",,ENG,1911,1910_1919,journal_or_proceedings_volume,natural_history_ecology_behavior,natural history;zoology,Botany; Geology; Natural history; Zoology,ser.8:v.7=no.37-42 (1911),annalsmagazineof871911lond,https://www.biodiversitylibrary.org/item/53774,https://www.biodiversitylibrary.org/itemtext/53774,Public domain. The BHL considers that this work is no longer under copyright protection.,,,
